chrom	start	end	region	is_bad_bin	log2_insulation_score_75000	n_valid_pixels_75000	log2_insulation_score_125000	n_valid_pixels_125000	log2_insulation_score_250000	n_valid_pixels_250000	boundary_strength_75000	boundary_strength_125000	boundary_strength_250000	is_boundary_75000	is_boundary_125000	is_boundary_250000
MG_1::chr2R:9783303-9864769	50000	55000	MG_1::chr2R:9783303-9864769	False	0.06409611564874632	52.0	0.06409611564874632	52.0	0.06409611564874632	52.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	55000	60000	MG_1::chr2R:9783303-9864769	False	0.07603949928167116	45.0	0.07603949928167116	45.0	0.07603949928167116	45.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	60000	65000	MG_1::chr2R:9783303-9864769	False	0.18218713980122653	36.0	0.18218713980122653	36.0	0.18218713980122653	36.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	65000	70000	MG_1::chr2R:9783303-9864769	False	0.08157457674655261	25.0	0.08157457674655261	25.0	0.08157457674655261	25.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	70000	75000	MG_1::chr2R:9783303-9864769	False	-0.20981211449334985	13.0	-0.20981211449334985	13.0	-0.20981211449334985	13.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	75000	80000	MG_1::chr2R:9783303-9864769	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
MG_1::chr2R:9783303-9864769	80000	81466	MG_1::chr2R:9783303-9864769	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	0	5000	MG_2::chr2R:9861736-9954592	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	5000	10000	MG_2::chr2R:9861736-9954592	False	-0.23132452515242896	12.0	-0.23132452515242896	12.0	-0.23132452515242896	12.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	10000	15000	MG_2::chr2R:9861736-9954592	False	-0.35580167137304364	23.0	-0.35580167137304364	23.0	-0.35580167137304364	23.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	15000	20000	MG_2::chr2R:9861736-9954592	False	-0.08515376049671718	33.0	-0.08515376049671718	33.0	-0.08515376049671718	33.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	20000	25000	MG_2::chr2R:9861736-9954592	False	-0.03655475259640307	41.0	-0.03655475259640307	41.0	-0.03655475259640307	41.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	25000	30000	MG_2::chr2R:9861736-9954592	False	0.02564111428083604	47.0	0.02564111428083604	47.0	0.02564111428083604	47.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	30000	35000	MG_2::chr2R:9861736-9954592	False	0.06093982823087497	51.0	0.06093982823087497	51.0	0.06093982823087497	51.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	35000	40000	MG_2::chr2R:9861736-9954592	False	0.08578156638395475	53.0	0.08578156638395475	53.0	0.08578156638395475	53.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	40000	45000	MG_2::chr2R:9861736-9954592	False	0.009362600937340988	53.0	0.009362600937340988	53.0	0.009362600937340988	53.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	45000	50000	MG_2::chr2R:9861736-9954592	False	0.025017130363607455	51.0	0.025017130363607455	51.0	0.025017130363607455	51.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	50000	55000	MG_2::chr2R:9861736-9954592	False	0.09619716559944082	47.0	0.09619716559944082	47.0	0.09619716559944082	47.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	55000	60000	MG_2::chr2R:9861736-9954592	False	-0.026265813073896523	41.0	-0.026265813073896523	41.0	-0.026265813073896523	41.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	60000	65000	MG_2::chr2R:9861736-9954592	False	-0.050890673695398125	33.0	-0.050890673695398125	33.0	-0.050890673695398125	33.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	65000	70000	MG_2::chr2R:9861736-9954592	False	-0.009423758143827723	23.0	-0.009423758143827723	23.0	-0.009423758143827723	23.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	70000	75000	MG_2::chr2R:9861736-9954592	False	0.02437323960248125	12.0	0.02437323960248125	12.0	0.02437323960248125	12.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	75000	80000	MG_2::chr2R:9861736-9954592	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	80000	85000	MG_2::chr2R:9861736-9954592	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	85000	90000	MG_2::chr2R:9861736-9954592	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
MG_2::chr2R:9861736-9954592	90000	92856	MG_2::chr2R:9861736-9954592	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
MG_3::chr2R:9937874-10035582	0	5000	MG_3::chr2R:9937874-10035582	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
MG_3::chr2R:9937874-10035582	5000	10000	MG_3::chr2R:9937874-10035582	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
MG_3::chr2R:9937874-10035582	10000	15000	MG_3::chr2R:9937874-10035582	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
MG_3::chr2R:9937874-10035582	15000	20000	MG_3::chr2R:9937874-10035582	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
MG_3::chr2R:9937874-10035582	20000	25000	MG_3::chr2R:9937874-10035582	False	0.4486981693305792	13.0	0.4486981693305792	13.0	0.4486981693305792	13.0	nan	nan	nan	False	False	False
MG_3::chr2R:9937874-10035582	25000	30000	MG_3::chr2R:9937874-10035582	False	0.4136229227601775	25.0	0.4136229227601775	25.0	0.4136229227601775	25.0	nan	nan	nan	False	False	False
MG_3::chr2R:9937874-10035582	30000	35000	MG_3::chr2R:9937874-10035582	False	0.4033040334186548	36.0	0.4033040334186548	36.0	0.4033040334186548	36.0	nan	nan	nan	False	False	False
MG_3::chr2R:9937874-10035582	35000	40000	MG_3::chr2R:9937874-10035582	False	0.5346991659148141	45.0	0.5346991659148141	45.0	0.5346991659148141	45.0	nan	nan	nan	False	False	False
MG_3::chr2R:9937874-10035582	40000	45000	MG_3::chr2R:9937874-10035582	False	0.4177335378914003	52.0	0.4177335378914003	52.0	0.4177335378914003	52.0	nan	nan	nan	False	False	False
MG_3::chr2R:9937874-10035582	45000	50000	MG_3::chr2R:9937874-10035582	False	0.2995265386468106	57.0	0.2995265386468106	57.0	0.2995265386468106	57.0	nan	nan	nan	False	False	False
MG_3::chr2R:9937874-10035582	50000	55000	MG_3::chr2R:9937874-10035582	False	0.1795943242465412	60.0	0.1795943242465412	60.0	0.1795943242465412	60.0	nan	nan	nan	False	False	False
MG_3::chr2R:9937874-10035582	55000	60000	MG_3::chr2R:9937874-10035582	False	0.0	61.0	0.0	61.0	0.0	61.0	nan	nan	nan	False	False	False
MG_3::chr2R:9937874-10035582	60000	65000	MG_3::chr2R:9937874-10035582	False	-0.05719848594458467	60.0	-0.05719848594458467	60.0	-0.05719848594458467	60.0	nan	nan	nan	False	False	False
MG_3::chr2R:9937874-10035582	65000	70000	MG_3::chr2R:9937874-10035582	False	-0.15438517528872853	57.0	-0.15438517528872853	57.0	-0.15438517528872853	57.0	nan	nan	nan	False	False	False
MG_3::chr2R:9937874-10035582	70000	75000	MG_3::chr2R:9937874-10035582	False	-0.16631202158299757	52.0	-0.16631202158299757	52.0	-0.16631202158299757	52.0	nan	nan	nan	False	False	False
MG_3::chr2R:9937874-10035582	75000	80000	MG_3::chr2R:9937874-10035582	False	-0.19555793658554327	45.0	-0.19555793658554327	45.0	-0.19555793658554327	45.0	nan	nan	nan	False	False	False
MG_3::chr2R:9937874-10035582	80000	85000	MG_3::chr2R:9937874-10035582	False	-0.25198774149358927	36.0	-0.25198774149358927	36.0	-0.25198774149358927	36.0	nan	nan	nan	False	False	False
MG_3::chr2R:9937874-10035582	85000	90000	MG_3::chr2R:9937874-10035582	False	-0.30500740583468827	25.0	-0.30500740583468827	25.0	-0.30500740583468827	25.0	nan	nan	nan	False	False	False
MG_3::chr2R:9937874-10035582	90000	95000	MG_3::chr2R:9937874-10035582	False	-0.1917890584050377	13.0	-0.1917890584050377	13.0	-0.1917890584050377	13.0	nan	nan	nan	False	False	False
MG_3::chr2R:9937874-10035582	95000	97708	MG_3::chr2R:9937874-10035582	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
MG_4::chr2R:10034493-10133457	0	5000	MG_4::chr2R:10034493-10133457	False	-0.0911357854958394	13.0	-0.10809254088778106	18.0	-0.10809254088778106	18.0	nan	nan	nan	False	False	False
MG_4::chr2R:10034493-10133457	5000	10000	MG_4::chr2R:10034493-10133457	False	0.047274727594526604	27.0	0.0323382637326991	35.0	0.0323382637326991	35.0	nan	nan	nan	False	False	False
MG_4::chr2R:10034493-10133457	10000	15000	MG_4::chr2R:10034493-10133457	False	0.04972800105338377	42.0	0.11316089863626937	51.0	0.11316089863626937	51.0	nan	nan	nan	False	False	False
MG_4::chr2R:10034493-10133457	15000	20000	MG_4::chr2R:10034493-10133457	False	0.117135951387913	57.0	0.14345841202241486	65.0	0.14345841202241486	65.0	nan	nan	nan	False	False	False
MG_4::chr2R:10034493-10133457	20000	25000	MG_4::chr2R:10034493-10133457	False	0.06783495222747132	72.0	0.08163014468002205	77.0	0.08163014468002205	77.0	nan	nan	nan	False	False	False
MG_4::chr2R:10034493-10133457	25000	30000	MG_4::chr2R:10034493-10133457	False	-0.0335215537379465	87.0	-0.03752746253174651	87.0	-0.03752746253174651	87.0	0.07009704007651803	0.07009704007651811	0.07009704007651811	True	True	True
MG_4::chr2R:10034493-10133457	30000	35000	MG_4::chr2R:10034493-10133457	False	0.00037052843167127345	95.0	-0.0036353803621286852	95.0	-0.0036353803621286852	95.0	nan	nan	nan	False	False	False
MG_4::chr2R:10034493-10133457	35000	40000	MG_4::chr2R:10034493-10133457	False	-0.011859094276222068	101.0	-0.015865003070022244	101.0	-0.015865003070022244	101.0	nan	nan	nan	False	False	False
MG_4::chr2R:10034493-10133457	40000	45000	MG_4::chr2R:10034493-10133457	False	-0.026925093342131425	105.0	-0.030931002135931487	105.0	-0.030931002135931487	105.0	0.027295621773802698	0.027295621773802802	0.027295621773802802	True	True	True
MG_4::chr2R:10034493-10133457	45000	50000	MG_4::chr2R:10034493-10133457	False	0.007632151550066791	107.0	0.00362624275626672	107.0	0.00362624275626672	107.0	nan	nan	nan	False	False	False
MG_4::chr2R:10034493-10133457	50000	55000	MG_4::chr2R:10034493-10133457	False	0.022505760628555298	107.0	0.018499851834755134	107.0	0.018499851834755134	107.0	nan	nan	nan	False	False	False
MG_4::chr2R:10034493-10133457	55000	60000	MG_4::chr2R:10034493-10133457	False	-0.0003706236192094988	105.0	-0.0043765324130095005	105.0	-0.0043765324130095005	105.0	nan	nan	nan	False	False	False
MG_4::chr2R:10034493-10133457	60000	65000	MG_4::chr2R:10034493-10133457	False	-0.0039582675865111544	101.0	-0.0079641763803112	101.0	-0.0079641763803112	101.0	0.02646402821506645	0.026464028215066333	0.026464028215066333	True	True	True
MG_4::chr2R:10034493-10133457	65000	70000	MG_4::chr2R:10034493-10133457	False	0.03657548633857153	95.0	0.0325695775447716	95.0	0.0325695775447716	95.0	nan	nan	nan	False	False	False
MG_4::chr2R:10034493-10133457	70000	75000	MG_4::chr2R:10034493-10133457	False	-0.019300923967733166	87.0	-0.023306832761533298	87.0	-0.023306832761533298	87.0	0.05587641030630469	0.0558764103063049	0.0558764103063049	True	True	True
MG_4::chr2R:10034493-10133457	75000	80000	MG_4::chr2R:10034493-10133457	False	-0.0023208176454072803	72.0	-0.014778684846199505	77.0	-0.014778684846199505	77.0	nan	nan	nan	False	False	False
MG_4::chr2R:10034493-10133457	80000	85000	MG_4::chr2R:10034493-10133457	False	0.09101228708082269	57.0	0.07597364460054024	65.0	0.07597364460054024	65.0	nan	nan	nan	False	False	False
MG_4::chr2R:10034493-10133457	85000	90000	MG_4::chr2R:10034493-10133457	False	0.014512978379390808	42.0	0.08555737684384031	51.0	0.08555737684384031	51.0	nan	nan	nan	False	False	False
MG_4::chr2R:10034493-10133457	90000	95000	MG_4::chr2R:10034493-10133457	False	-0.0814533802240885	27.0	0.02424656039731991	35.0	0.02424656039731991	35.0	nan	nan	nan	False	False	False
MG_4::chr2R:10034493-10133457	95000	98964	MG_4::chr2R:10034493-10133457	False	-0.22990637399963343	13.0	-0.058924259030083324	18.0	-0.058924259030083324	18.0	nan	nan	nan	False	False	False
FlyFos027077::chrX:795762-831457	0	5000	FlyFos027077::chrX:795762-831457	False	0.07079654825469893	4.0	0.07079654825469893	4.0	0.07079654825469893	4.0	nan	nan	nan	False	False	False
FlyFos027077::chrX:795762-831457	5000	10000	FlyFos027077::chrX:795762-831457	False	0.027814373489911986	7.0	0.027814373489911986	7.0	0.027814373489911986	7.0	nan	nan	nan	False	False	False
FlyFos027077::chrX:795762-831457	10000	15000	FlyFos027077::chrX:795762-831457	False	-0.007849120517707787	9.0	-0.007849120517707787	9.0	-0.007849120517707787	9.0	nan	nan	nan	False	False	False
FlyFos027077::chrX:795762-831457	15000	20000	FlyFos027077::chrX:795762-831457	False	0.007806647599703163	9.0	0.007806647599703163	9.0	0.007806647599703163	9.0	nan	nan	nan	False	False	False
FlyFos027077::chrX:795762-831457	20000	25000	FlyFos027077::chrX:795762-831457	False	-0.05808969350156661	7.0	-0.05808969350156661	7.0	-0.05808969350156661	7.0	nan	nan	nan	False	False	False
FlyFos027077::chrX:795762-831457	25000	30000	FlyFos027077::chrX:795762-831457	False	-0.08146300233552138	4.0	-0.08146300233552138	4.0	-0.08146300233552138	4.0	nan	nan	nan	False	False	False
FlyFos027077::chrX:795762-831457	30000	35000	FlyFos027077::chrX:795762-831457	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
FlyFos027077::chrX:795762-831457	35000	35695	FlyFos027077::chrX:795762-831457	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
FlyFos031487::chrX:2135290-2166685	0	5000	FlyFos031487::chrX:2135290-2166685	False	-0.13937229336978385	4.0	-0.13937229336978385	4.0	-0.13937229336978385	4.0	nan	nan	nan	False	False	False
FlyFos031487::chrX:2135290-2166685	5000	10000	FlyFos031487::chrX:2135290-2166685	False	-0.015690913074242255	7.0	-0.015690913074242255	7.0	-0.015690913074242255	7.0	nan	nan	nan	False	False	False
FlyFos031487::chrX:2135290-2166685	10000	15000	FlyFos031487::chrX:2135290-2166685	False	-0.059687126440046145	9.0	-0.059687126440046145	9.0	-0.059687126440046145	9.0	nan	nan	nan	False	False	False
FlyFos031487::chrX:2135290-2166685	15000	20000	FlyFos031487::chrX:2135290-2166685	False	0.015522091420783772	9.0	0.015522091420783772	9.0	0.015522091420783772	9.0	nan	nan	nan	False	False	False
FlyFos031487::chrX:2135290-2166685	20000	25000	FlyFos031487::chrX:2135290-2166685	False	0.03230267882249299	7.0	0.03230267882249299	7.0	0.03230267882249299	7.0	nan	nan	nan	False	False	False
FlyFos031487::chrX:2135290-2166685	25000	30000	FlyFos031487::chrX:2135290-2166685	False	0.07782821429970244	4.0	0.07782821429970244	4.0	0.07782821429970244	4.0	nan	nan	nan	False	False	False
FlyFos031487::chrX:2135290-2166685	30000	31395	FlyFos031487::chrX:2135290-2166685	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
FlyFos025581::chrX:2685715-2721010	0	5000	FlyFos025581::chrX:2685715-2721010	False	0.09286519177924012	5.0	0.09286519177924012	5.0	0.09286519177924012	5.0	nan	nan	nan	False	False	False
FlyFos025581::chrX:2685715-2721010	5000	10000	FlyFos025581::chrX:2685715-2721010	False	0.17347180273215237	9.0	0.17347180273215237	9.0	0.17347180273215237	9.0	nan	nan	nan	False	False	False
FlyFos025581::chrX:2685715-2721010	10000	15000	FlyFos025581::chrX:2685715-2721010	False	-0.0994696533461535	12.0	-0.0994696533461535	12.0	-0.0994696533461535	12.0	nan	nan	nan	False	False	False
FlyFos025581::chrX:2685715-2721010	15000	20000	FlyFos025581::chrX:2685715-2721010	False	0.0	13.0	0.0	13.0	0.0	13.0	nan	nan	nan	False	False	False
FlyFos025581::chrX:2685715-2721010	20000	25000	FlyFos025581::chrX:2685715-2721010	False	0.027421401764717485	12.0	0.027421401764717485	12.0	0.027421401764717485	12.0	nan	nan	nan	False	False	False
FlyFos025581::chrX:2685715-2721010	25000	30000	FlyFos025581::chrX:2685715-2721010	False	-0.17485322285195132	9.0	-0.17485322285195132	9.0	-0.17485322285195132	9.0	nan	nan	nan	False	False	False
FlyFos025581::chrX:2685715-2721010	30000	35000	FlyFos025581::chrX:2685715-2721010	False	-0.06927548445165566	5.0	-0.06927548445165566	5.0	-0.06927548445165566	5.0	nan	nan	nan	False	False	False
FlyFos025581::chrX:2685715-2721010	35000	35295	FlyFos025581::chrX:2685715-2721010	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
FlyFos018703::chrX:3667733-3708827	0	5000	FlyFos018703::chrX:3667733-3708827	False	0.3461375152150277	5.0	0.3461375152150277	5.0	0.3461375152150277	5.0	nan	nan	nan	False	False	False
FlyFos018703::chrX:3667733-3708827	5000	10000	FlyFos018703::chrX:3667733-3708827	False	0.12106001002681009	9.0	0.12106001002681009	9.0	0.12106001002681009	9.0	nan	nan	nan	False	False	False
FlyFos018703::chrX:3667733-3708827	10000	15000	FlyFos018703::chrX:3667733-3708827	False	-0.009356040048975278	12.0	-0.009356040048975278	12.0	-0.009356040048975278	12.0	nan	nan	nan	False	False	False
FlyFos018703::chrX:3667733-3708827	15000	20000	FlyFos018703::chrX:3667733-3708827	False	0.0	13.0	0.0	13.0	0.0	13.0	nan	nan	nan	False	False	False
FlyFos018703::chrX:3667733-3708827	20000	25000	FlyFos018703::chrX:3667733-3708827	False	-0.10888715919646813	12.0	-0.10888715919646813	12.0	-0.10888715919646813	12.0	nan	nan	nan	False	False	False
FlyFos018703::chrX:3667733-3708827	25000	30000	FlyFos018703::chrX:3667733-3708827	False	-0.07075039922096518	9.0	-0.07075039922096518	9.0	-0.07075039922096518	9.0	nan	nan	nan	False	False	False
FlyFos018703::chrX:3667733-3708827	30000	35000	FlyFos018703::chrX:3667733-3708827	False	0.24096896895505585	5.0	0.24096896895505585	5.0	0.24096896895505585	5.0	nan	nan	nan	False	False	False
FlyFos018703::chrX:3667733-3708827	35000	40000	FlyFos018703::chrX:3667733-3708827	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
FlyFos018703::chrX:3667733-3708827	40000	41094	FlyFos018703::chrX:3667733-3708827	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
FlyFos029355::chrX:3704259-3739628	0	5000	FlyFos029355::chrX:3704259-3739628	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
FlyFos029355::chrX:3704259-3739628	5000	10000	FlyFos029355::chrX:3704259-3739628	False	0.0	1.0	0.0	1.0	0.0	1.0	nan	nan	nan	False	False	False
FlyFos029355::chrX:3704259-3739628	10000	15000	FlyFos029355::chrX:3704259-3739628	False	0.0	1.0	0.0	1.0	0.0	1.0	nan	nan	nan	False	False	False
FlyFos029355::chrX:3704259-3739628	15000	20000	FlyFos029355::chrX:3704259-3739628	False	0.0	1.0	0.0	1.0	0.0	1.0	nan	nan	nan	False	False	False
FlyFos029355::chrX:3704259-3739628	20000	25000	FlyFos029355::chrX:3704259-3739628	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
FlyFos029355::chrX:3704259-3739628	25000	30000	FlyFos029355::chrX:3704259-3739628	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
FlyFos029355::chrX:3704259-3739628	30000	35000	FlyFos029355::chrX:3704259-3739628	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
FlyFos029355::chrX:3704259-3739628	35000	35369	FlyFos029355::chrX:3704259-3739628	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
FlyFos022426::chrX:3724647-3755934	0	5000	FlyFos022426::chrX:3724647-3755934	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
FlyFos022426::chrX:3724647-3755934	5000	10000	FlyFos022426::chrX:3724647-3755934	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
FlyFos022426::chrX:3724647-3755934	10000	15000	FlyFos022426::chrX:3724647-3755934	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
FlyFos022426::chrX:3724647-3755934	15000	20000	FlyFos022426::chrX:3724647-3755934	False	nan	1.0	nan	1.0	nan	1.0	nan	nan	nan	False	False	False
FlyFos022426::chrX:3724647-3755934	20000	25000	FlyFos022426::chrX:3724647-3755934	False	nan	1.0	nan	1.0	nan	1.0	nan	nan	nan	False	False	False
FlyFos022426::chrX:3724647-3755934	25000	30000	FlyFos022426::chrX:3724647-3755934	False	nan	1.0	nan	1.0	nan	1.0	nan	nan	nan	False	False	False
FlyFos022426::chrX:3724647-3755934	30000	31287	FlyFos022426::chrX:3724647-3755934	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
FlyFos025448::chrX:5318986-5352179	0	5000	FlyFos025448::chrX:5318986-5352179	False	0.2918347560497847	4.0	0.2918347560497847	4.0	0.2918347560497847	4.0	nan	nan	nan	False	False	False
FlyFos025448::chrX:5318986-5352179	5000	10000	FlyFos025448::chrX:5318986-5352179	False	-0.008131368075521759	7.0	-0.008131368075521759	7.0	-0.008131368075521759	7.0	nan	nan	nan	False	False	False
FlyFos025448::chrX:5318986-5352179	10000	15000	FlyFos025448::chrX:5318986-5352179	False	0.008731417846416982	9.0	0.008731417846416982	9.0	0.008731417846416982	9.0	nan	nan	nan	False	False	False
FlyFos025448::chrX:5318986-5352179	15000	20000	FlyFos025448::chrX:5318986-5352179	False	-0.18931392228937968	9.0	-0.18931392228937968	9.0	-0.18931392228937968	9.0	nan	nan	nan	False	False	False
FlyFos025448::chrX:5318986-5352179	20000	25000	FlyFos025448::chrX:5318986-5352179	False	0.00808579451865139	7.0	0.00808579451865139	7.0	0.00808579451865139	7.0	nan	nan	nan	False	False	False
FlyFos025448::chrX:5318986-5352179	25000	30000	FlyFos025448::chrX:5318986-5352179	False	-0.06705225780931404	4.0	-0.06705225780931404	4.0	-0.06705225780931404	4.0	nan	nan	nan	False	False	False
FlyFos025448::chrX:5318986-5352179	30000	33193	FlyFos025448::chrX:5318986-5352179	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
FlyFos022038::chrX:7035928-7072577	0	5000	FlyFos022038::chrX:7035928-7072577	False	0.0	1.0	0.0	1.0	0.0	1.0	nan	nan	nan	False	False	False
FlyFos022038::chrX:7035928-7072577	5000	10000	FlyFos022038::chrX:7035928-7072577	False	0.0	1.0	0.0	1.0	0.0	1.0	nan	nan	nan	False	False	False
FlyFos022038::chrX:7035928-7072577	10000	15000	FlyFos022038::chrX:7035928-7072577	False	0.0	1.0	0.0	1.0	0.0	1.0	nan	nan	nan	False	False	False
FlyFos022038::chrX:7035928-7072577	15000	20000	FlyFos022038::chrX:7035928-7072577	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
FlyFos022038::chrX:7035928-7072577	20000	25000	FlyFos022038::chrX:7035928-7072577	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
FlyFos022038::chrX:7035928-7072577	25000	30000	FlyFos022038::chrX:7035928-7072577	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
FlyFos022038::chrX:7035928-7072577	30000	35000	FlyFos022038::chrX:7035928-7072577	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
FlyFos022038::chrX:7035928-7072577	35000	36649	FlyFos022038::chrX:7035928-7072577	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
FlyFos030785::chrX:7053320-7095787	0	5000	FlyFos030785::chrX:7053320-7095787	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
FlyFos030785::chrX:7053320-7095787	5000	10000	FlyFos030785::chrX:7053320-7095787	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
FlyFos030785::chrX:7053320-7095787	10000	15000	FlyFos030785::chrX:7053320-7095787	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
FlyFos030785::chrX:7053320-7095787	15000	20000	FlyFos030785::chrX:7053320-7095787	True	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	False	False	False
FlyFos030785::chrX:7053320-7095787	20000	25000	FlyFos030785::chrX:7053320-7095787	False	-0.06950354746929625	2.0	-0.06950354746929625	2.0	-0.06950354746929625	2.0	nan	nan	nan	False	False	False
FlyFos030785::chrX:7053320-7095787	25000	30000	FlyFos030785::chrX:7053320-7095787	False	0.06630846872268793	3.0	0.06630846872268793	3.0	0.06630846872268793	3.0	nan	nan	nan	False	False	False
